trade_date,crop_code,crop_name,market_code,market_name,average_price,volume,upper_price,middle_price,lower_price
2024-12-28,LA1,甘藍-初秋,648,西螺鎮,19.0,183300.0,25.0,20.0,10.0
2024-12-30,LA1,甘藍-初秋,648,西螺鎮,17.2,199680.0,23.7,17.5,10.0
2024-12-31,LA1,甘藍-初秋,648,西螺鎮,17.0,184860.0,22.5,17.5,10.0
2025-01-01,LA1,甘藍-初秋,648,西螺鎮,14.3,207595.0,18.8,15.0,7.5
2025-01-02,LA1,甘藍-初秋,648,西螺鎮,14.2,194220.0,18.7,15.0,7.5
2025-01-03,LA1,甘藍-初秋,648,西螺鎮,14.2,211380.0,18.7,15.0,7.5
2025-01-04,LA1,甘藍-初秋,648,西螺鎮,14.2,219120.0,18.7,15.0,7.5
2025-01-06,LA1,甘藍-初秋,648,西螺鎮,14.2,233940.0,18.7,15.0,7.5
2025-01-07,LA1,甘藍-初秋,648,西螺鎮,14.2,202740.0,18.7,15.0,7.5
2025-01-08,LA1,甘藍-初秋,648,西螺鎮,14.1,211320.0,18.2,15.0,7.5
2025-01-09,LA1,甘藍-初秋,648,西螺鎮,14.2,194160.0,18.3,15.0,7.5
2025-01-10,LA1,甘藍-初秋,648,西螺鎮,14.1,209060.0,18.2,15.0,7.5
2025-01-11,LA1,甘藍-初秋,648,西螺鎮,14.2,216300.0,18.2,15.0,7.5
2025-01-13,LA1,甘藍-初秋,648,西螺鎮,14.2,235200.0,18.2,15.0,7.5
2025-01-14,LA1,甘藍-初秋,648,西螺鎮,14.2,199800.0,18.3,15.0,7.5
2025-01-15,LA1,甘藍-初秋,648,西螺鎮,14.2,206620.0,18.3,15.0,7.5
2025-01-16,LA1,甘藍-初秋,648,西螺鎮,14.2,194080.0,18.3,15.0,7.5
2025-01-17,LA1,甘藍-初秋,648,西螺鎮,14.2,211240.0,18.3,15.0,7.5
2025-01-18,LA1,甘藍-初秋,648,西螺鎮,14.2,219040.0,18.3,15.0,7.5
2025-01-20,LA1,甘藍-初秋,648,西螺鎮,14.2,234060.0,18.3,15.0,7.5
2025-01-21,LA1,甘藍-初秋,648,西螺鎮,12.3,208320.0,16.3,12.5,7.5
2025-01-22,LA1,甘藍-初秋,648,西螺鎮,12.0,220910.0,15.0,12.5,7.5
2025-01-23,LA1,甘藍-初秋,648,西螺鎮,10.0,214560.0,12.5,10.0,7.5
2025-01-24,LA1,甘藍-初秋,648,西螺鎮,7.8,268600.0,11.3,7.5,5.0
2025-01-25,LA1,甘藍-初秋,648,西螺鎮,7.8,273350.0,11.3,7.5,5.0
2025-01-26,LA1,甘藍-初秋,648,西螺鎮,7.8,243640.0,11.3,7.5,5.0
2025-01-27,LA1,甘藍-初秋,648,西螺鎮,7.8,189848.0,11.3,7.5,5.0
2025-02-02,LA1,甘藍-初秋,648,西螺鎮,7.5,134440.0,10.0,7.5,5.0
2025-02-03,LA1,甘藍-初秋,648,西螺鎮,7.5,269940.0,10.0,7.5,5.0
2025-02-04,LA1,甘藍-初秋,648,西螺鎮,7.5,226260.0,10.0,7.5,5.0
2025-02-05,LA1,甘藍-初秋,648,西螺鎮,7.5,231720.0,10.0,7.5,5.0
2025-02-06,LA1,甘藍-初秋,648,西螺鎮,7.5,133440.0,10.0,7.5,5.0
2025-02-07,LA1,甘藍-初秋,648,西螺鎮,7.5,225280.0,10.0,7.5,5.0
2025-02-08,LA1,甘藍-初秋,648,西螺鎮,7.5,241328.0,10.0,7.5,5.0
2025-02-10,LA1,甘藍-初秋,648,西螺鎮,9.5,259600.0,12.5,10.0,5.0
2025-02-11,LA1,甘藍-初秋,648,西螺鎮,9.8,218410.0,13.8,10.0,5.0
2025-02-12,LA1,甘藍-初秋,648,西螺鎮,10.0,134020.0,15.0,10.0,5.0
2025-02-13,LA1,甘藍-初秋,648,西螺鎮,12.5,142400.0,17.5,12.5,7.5
2025-02-14,LA1,甘藍-初秋,648,西螺鎮,12.5,202013.0,17.5,12.5,7.5
2025-02-15,LA1,甘藍-初秋,648,西螺鎮,12.3,219600.0,16.5,12.5,7.5
2025-02-17,LA1,甘藍-初秋,648,西螺鎮,10.4,245340.0,14.3,10.0,7.5
2025-02-18,LA1,甘藍-初秋,648,西螺鎮,10.0,211020.0,12.5,10.0,7.5
2025-02-19,LA1,甘藍-初秋,648,西螺鎮,7.7,224460.0,10.8,7.5,5.0
2025-02-20,LA1,甘藍-初秋,648,西螺鎮,7.4,205740.0,9.5,7.5,5.0
2025-02-21,LA1,甘藍-初秋,648,西螺鎮,5.3,233820.0,8.3,5.0,3.0
2025-02-22,LA1,甘藍-初秋,648,西螺鎮,5.1,245600.0,7.5,5.0,3.0
2025-02-24,LA1,甘藍-初秋,648,西螺鎮,5.1,276078.0,7.5,5.0,3.0
2025-02-25,LA1,甘藍-初秋,648,西螺鎮,5.1,221480.0,7.5,5.0,3.0
2025-02-26,LA1,甘藍-初秋,648,西螺鎮,5.1,236554.0,7.5,5.0,3.0
2025-02-27,LA1,甘藍-初秋,648,西螺鎮,5.1,212260.0,7.5,5.0,3.0
2025-02-28,LA1,甘藍-初秋,648,西螺鎮,5.1,240970.0,7.5,5.0,3.0
2025-03-01,LA1,甘藍-初秋,648,西螺鎮,5.1,239108.0,7.5,5.0,3.0
2025-03-03,LA1,甘藍-初秋,648,西螺鎮,5.1,264180.0,7.5,5.0,3.0
2025-03-04,LA1,甘藍-初秋,648,西螺鎮,5.1,217080.0,7.5,5.0,3.0
2025-03-05,LA1,甘藍-初秋,648,西螺鎮,5.1,228942.0,7.5,5.0,3.0
2025-03-06,LA1,甘藍-初秋,648,西螺鎮,5.1,220144.0,7.5,5.0,3.0
2025-03-07,LA1,甘藍-初秋,648,西螺鎮,5.0,224500.0,7.0,5.0,3.0
2025-03-08,LA1,甘藍-初秋,648,西螺鎮,5.0,232300.0,7.0,5.0,3.0
2025-03-10,LA1,甘藍-初秋,648,西螺鎮,5.0,260420.0,7.0,5.0,3.0
2025-03-11,LA1,甘藍-初秋,648,西螺鎮,4.9,224082.0,6.5,5.0,3.0
2025-03-12,LA1,甘藍-初秋,648,西螺鎮,4.9,233120.0,6.5,5.0,3.0
2025-03-13,LA1,甘藍-初秋,648,西螺鎮,4.9,211920.0,6.5,5.0,3.0
2025-03-14,LA1,甘藍-初秋,648,西螺鎮,4.9,195100.0,6.5,5.0,3.0
2025-03-15,LA1,甘藍-初秋,648,西螺鎮,5.1,225180.0,7.5,5.0,3.0
2025-03-17,LA1,甘藍-初秋,648,西螺鎮,5.1,255140.0,7.5,5.0,3.0
2025-03-18,LA1,甘藍-初秋,648,西螺鎮,5.1,212100.0,7.5,5.0,3.0
2025-03-19,LA1,甘藍-初秋,648,西螺鎮,5.1,219880.0,7.5,5.0,3.0
2025-03-20,LA1,甘藍-初秋,648,西螺鎮,5.1,198820.0,7.5,5.0,3.0
2025-03-21,LA1,甘藍-初秋,648,西螺鎮,5.1,220660.0,7.5,5.0,3.0
2025-03-22,LA1,甘藍-初秋,648,西螺鎮,5.1,232360.0,7.5,5.0,3.0
2025-03-24,LA1,甘藍-初秋,648,西螺鎮,5.1,252640.0,7.5,5.0,3.0
2025-03-25,LA1,甘藍-初秋,648,西螺鎮,5.1,210520.0,7.5,5.0,3.0
2025-03-26,LA1,甘藍-初秋,648,西螺鎮,5.1,219100.0,7.5,5.0,3.0
2025-03-27,LA1,甘藍-初秋,648,西螺鎮,5.0,189460.0,7.0,5.0,3.0
2025-03-28,LA1,甘藍-初秋,648,西螺鎮,5.0,197260.0,7.0,5.0,3.0
2025-03-29,LA1,甘藍-初秋,648,西螺鎮,5.0,210160.0,7.0,5.0,3.0
2025-03-31,LA1,甘藍-初秋,648,西螺鎮,5.0,224980.0,7.0,5.0,3.0
2025-04-01,LA1,甘藍-初秋,648,西螺鎮,5.0,191104.0,7.0,5.0,3.0
2025-04-02,LA1,甘藍-初秋,648,西螺鎮,5.0,202234.0,7.0,5.0,3.0
2025-04-03,LA1,甘藍-初秋,648,西螺鎮,5.0,179740.0,7.0,5.0,3.0
2025-04-05,LA1,甘藍-初秋,648,西螺鎮,5.0,182080.0,7.0,5.0,3.0
2025-04-07,LA1,甘藍-初秋,648,西螺鎮,5.0,235020.0,7.0,5.0,3.0
2025-04-08,LA1,甘藍-初秋,648,西螺鎮,5.0,199040.0,7.0,5.0,3.0
2025-04-09,LA1,甘藍-初秋,648,西螺鎮,5.0,202248.0,7.0,5.0,3.0
2025-04-10,LA1,甘藍-初秋,648,西螺鎮,5.0,188320.0,7.0,5.0,3.0
2025-04-11,LA1,甘藍-初秋,648,西螺鎮,5.0,210680.0,7.0,5.0,3.0
2025-04-12,LA1,甘藍-初秋,648,西螺鎮,4.9,221280.0,6.5,5.0,3.0
2025-04-14,LA1,甘藍-初秋,648,西螺鎮,4.9,243476.0,6.5,5.0,3.0
2025-04-15,LA1,甘藍-初秋,648,西螺鎮,4.9,201580.0,6.5,5.0,3.0
2025-04-16,LA1,甘藍-初秋,648,西螺鎮,4.8,214614.0,6.0,5.0,3.0
2025-04-17,LA1,甘藍-初秋,648,西螺鎮,4.8,213936.0,6.0,5.0,3.0
2025-04-18,LA1,甘藍-初秋,648,西螺鎮,4.8,223780.0,6.0,5.0,3.0
2025-04-19,LA1,甘藍-初秋,648,西螺鎮,4.8,230580.0,6.0,5.0,3.0
2025-04-21,LA1,甘藍-初秋,648,西螺鎮,5.2,262526.0,7.6,5.1,3.2
2025-04-22,LA1,甘藍-初秋,648,西螺鎮,5.3,219380.0,7.7,5.2,3.2
2025-04-23,LA1,甘藍-初秋,648,西螺鎮,5.5,227060.0,8.1,5.3,3.4
2025-04-24,LA1,甘藍-初秋,648,西螺鎮,5.5,196020.0,8.1,5.3,3.3
2025-04-25,LA1,甘藍-初秋,648,西螺鎮,5.6,210060.0,8.3,5.4,3.5
2025-04-26,LA1,甘藍-初秋,648,西螺鎮,5.7,216020.0,8.4,5.5,3.6
2025-04-28,LA1,甘藍-初秋,648,西螺鎮,7.2,237320.0,9.5,7.2,5.0
2025-04-29,LA1,甘藍-初秋,648,西螺鎮,7.3,197040.0,10.1,7.2,5.0
2025-04-30,LA1,甘藍-初秋,648,西螺鎮,7.1,204040.0,9.3,7.1,5.0
2025-05-01,LA1,甘藍-初秋,648,西螺鎮,7.1,185150.0,9.2,7.1,5.0
2025-05-02,LA1,甘藍-初秋,648,西螺鎮,7.0,207080.0,9.0,7.0,5.0
2025-05-03,LA1,甘藍-初秋,648,西螺鎮,7.0,222130.0,9.0,7.0,5.0
2025-05-05,LA1,甘藍-初秋,648,西螺鎮,6.9,240200.0,8.9,6.9,5.0
2025-05-06,LA1,甘藍-初秋,648,西螺鎮,6.9,200120.0,8.9,6.9,5.0
2025-05-07,LA1,甘藍-初秋,648,西螺鎮,6.9,208165.0,8.6,6.9,5.0
2025-05-08,LA1,甘藍-初秋,648,西螺鎮,6.8,180120.0,8.5,6.9,5.0
2025-05-09,LA1,甘藍-初秋,648,西螺鎮,6.8,204160.0,8.5,6.9,5.0
2025-05-10,LA1,甘藍-初秋,648,西螺鎮,6.8,216060.0,8.5,6.9,5.0
2025-05-12,LA1,甘藍-初秋,648,西螺鎮,6.9,237060.0,8.9,6.9,5.0
2025-05-13,LA1,甘藍-初秋,648,西螺鎮,6.9,207030.0,8.9,6.9,5.0
2025-05-14,LA1,甘藍-初秋,648,西螺鎮,6.9,201120.0,8.7,6.9,5.0
2025-05-15,LA1,甘藍-初秋,648,西螺鎮,6.9,174140.0,8.7,6.9,5.0
2025-05-16,LA1,甘藍-初秋,648,西螺鎮,6.8,200190.0,8.7,6.8,5.0
2025-05-17,LA1,甘藍-初秋,648,西螺鎮,6.8,210090.0,8.7,6.8,5.0
2025-05-19,LA1,甘藍-初秋,648,西螺鎮,6.9,234100.0,9.1,6.8,5.0
2025-05-20,LA1,甘藍-初秋,648,西螺鎮,6.9,195070.0,9.1,6.8,5.0
2025-05-21,LA1,甘藍-初秋,648,西螺鎮,6.9,200180.0,9.1,6.8,5.0
2025-05-22,LA1,甘藍-初秋,648,西螺鎮,7.0,172060.0,9.3,6.8,5.0
2025-05-23,LA1,甘藍-初秋,648,西螺鎮,8.0,177130.0,10.0,8.3,5.0
2025-05-24,LA1,甘藍-初秋,648,西螺鎮,11.2,199090.0,14.9,11.5,6.5
2025-05-26,LA1,甘藍-初秋,648,西螺鎮,11.2,224370.0,14.9,11.5,6.5
2025-05-27,LA1,甘藍-初秋,648,西螺鎮,12.7,180180.0,16.7,13.3,6.8
2025-05-28,LA1,甘藍-初秋,648,西螺鎮,12.7,188070.0,16.7,13.3,6.8
2025-05-29,LA1,甘藍-初秋,648,西螺鎮,14.4,169090.0,19.0,14.8,8.3
2025-05-30,LA1,甘藍-初秋,648,西螺鎮,16.3,178060.0,22.3,16.5,9.9
2025-06-02,LA1,甘藍-初秋,648,西螺鎮,18.4,208170.0,25.0,18.4,11.7
2025-06-03,LA1,甘藍-初秋,648,西螺鎮,18.2,176055.0,24.1,18.4,11.7
2025-06-04,LA1,甘藍-初秋,648,西螺鎮,16.9,185880.0,22.5,16.7,11.7
2025-06-05,LA1,甘藍-初秋,648,西螺鎮,16.4,180030.0,20.0,16.7,11.7
2025-06-06,LA1,甘藍-初秋,648,西螺鎮,16.4,197580.0,20.0,16.7,11.7
2025-06-07,LA1,甘藍-初秋,648,西螺鎮,16.4,206940.0,20.0,16.7,11.7
2025-06-09,LA1,甘藍-初秋,648,西螺鎮,16.4,224490.0,20.0,16.7,11.7
2025-06-10,LA1,甘藍-初秋,648,西螺鎮,16.4,191940.0,20.0,16.7,11.7
2025-06-11,LA1,甘藍-初秋,648,西螺鎮,16.4,196620.0,20.0,16.7,11.7
2025-06-12,LA1,甘藍-初秋,648,西螺鎮,16.4,179070.0,20.0,16.7,11.7
2025-06-13,LA1,甘藍-初秋,648,西螺鎮,16.4,197790.0,20.0,16.7,11.7
2025-06-14,LA1,甘藍-初秋,648,西螺鎮,16.4,206040.0,20.0,16.7,11.7
2025-06-16,LA1,甘藍-初秋,648,西螺鎮,18.7,209550.0,25.0,18.4,13.4
2025-06-17,LA1,甘藍-初秋,648,西螺鎮,18.7,176790.0,25.0,18.4,13.4
2025-06-18,LA1,甘藍-初秋,648,西螺鎮,20.3,194040.0,26.7,20.0,15.0
2025-06-19,LA1,甘藍-初秋,648,西螺鎮,18.7,168300.0,25.0,18.4,13.4
2025-06-20,LA1,甘藍-初秋,648,西螺鎮,23.0,170640.0,30.0,23.4,15.0
2025-06-21,LA1,甘藍-初秋,648,西螺鎮,23.0,190530.0,30.0,23.4,15.0
2025-06-23,LA1,甘藍-初秋,648,西螺鎮,19.9,227995.0,25.9,20.0,13.4
2025-06-24,LA1,甘藍-初秋,648,西螺鎮,19.8,192090.0,25.8,20.0,13.4
2025-06-25,LA1,甘藍-初秋,648,西螺鎮,20.0,196770.0,26.7,20.0,13.4
2025-06-26,LA1,甘藍-初秋,648,西螺鎮,20.0,181260.0,26.7,20.0,13.4
2025-06-27,LA1,甘藍-初秋,648,西螺鎮,20.0,197640.0,26.7,20.0,13.4
2025-06-28,LA1,甘藍-初秋,648,西螺鎮,20.0,207030.0,26.7,20.0,13.4
2025-06-30,LA1,甘藍-初秋,648,西螺鎮,20.0,224580.0,26.7,20.0,13.4
2025-07-01,LA1,甘藍-初秋,648,西螺鎮,20.0,189480.0,26.7,20.0,13.4
2025-07-02,LA1,甘藍-初秋,648,西螺鎮,20.0,197170.0,26.7,20.0,13.4
2025-07-03,LA1,甘藍-初秋,648,西螺鎮,20.0,176610.0,26.7,20.0,13.4
2025-07-04,LA1,甘藍-初秋,648,西螺鎮,20.0,198840.0,26.7,20.0,13.4
2025-07-05,LA1,甘藍-初秋,648,西螺鎮,20.0,211710.0,26.7,20.0,13.4
2025-07-07,LA1,甘藍-初秋,648,西螺鎮,23.4,215220.0,30.0,23.4,16.7
2025-07-08,LA1,甘藍-初秋,648,西螺鎮,20.0,189480.0,26.7,20.0,13.4
2025-07-09,LA1,甘藍-初秋,648,西螺鎮,20.2,197670.0,27.5,20.0,13.4
2025-07-10,LA1,甘藍-初秋,648,西螺鎮,20.2,174270.0,27.5,20.0,13.4
2025-07-11,LA1,甘藍-初秋,648,西螺鎮,20.2,192120.0,27.5,20.0,13.4
2025-07-12,LA1,甘藍-初秋,648,西螺鎮,20.2,201480.0,27.5,20.0,13.4
2025-07-14,LA1,甘藍-初秋,648,西螺鎮,20.2,214350.0,27.5,20.1,13.4
2025-07-15,LA1,甘藍-初秋,648,西螺鎮,23.2,176610.0,30.8,23.4,15.0
2025-07-16,LA1,甘藍-初秋,648,西螺鎮,23.2,183630.0,30.8,23.4,15.0
2025-07-17,LA1,甘藍-初秋,648,西螺鎮,26.7,156720.0,36.6,26.7,16.7
2025-07-18,LA1,甘藍-初秋,648,西螺鎮,26.7,175440.0,36.6,26.7,16.7
2025-07-19,LA1,甘藍-初秋,648,西螺鎮,25.0,192420.0,33.2,25.0,16.7
2025-07-21,LA1,甘藍-初秋,648,西螺鎮,25.0,205350.0,33.2,25.0,16.7
2025-07-22,LA1,甘藍-初秋,648,西螺鎮,25.0,162060.0,33.2,25.0,16.7
2025-07-23,LA1,甘藍-初秋,648,西螺鎮,25.0,185100.0,33.3,25.0,16.7
2025-07-24,LA1,甘藍-初秋,648,西螺鎮,25.0,159930.0,33.3,25.0,16.7
2025-07-25,LA1,甘藍-初秋,648,西螺鎮,25.0,180990.0,33.3,25.0,16.7
2025-07-26,LA1,甘藍-初秋,648,西螺鎮,25.0,191520.0,33.3,25.0,16.7
2025-07-28,LA1,甘藍-初秋,648,西螺鎮,25.7,195030.0,36.6,25.0,16.7
2025-07-29,LA1,甘藍-初秋,648,西螺鎮,25.7,163440.0,36.6,25.0,16.7
2025-07-30,LA1,甘藍-初秋,648,西螺鎮,26.0,165210.0,38.3,25.0,16.7
2025-07-31,LA1,甘藍-初秋,648,西螺鎮,26.0,154680.0,38.3,25.0,16.7
2025-08-01,LA1,甘藍-初秋,648,西螺鎮,31.3,157020.0,43.3,30.0,23.4
2025-08-02,LA1,甘藍-初秋,648,西螺鎮,31.3,162870.0,43.3,30.0,23.4
2025-08-04,LA1,甘藍-初秋,648,西螺鎮,34.4,165210.0,48.3,33.4,23.4
2025-08-05,LA1,甘藍-初秋,648,西螺鎮,35.7,118410.0,55.0,33.4,23.4
2025-08-06,LA1,甘藍-初秋,648,西螺鎮,35.7,131280.0,55.0,33.4,23.4
2025-08-07,LA1,甘藍-初秋,648,西螺鎮,35.7,117540.0,55.0,33.4,23.4
2025-08-08,LA1,甘藍-初秋,648,西螺鎮,35.7,133050.0,54.9,33.4,23.4
2025-08-09,LA1,甘藍-初秋,648,西螺鎮,36.4,140070.0,58.3,33.4,23.4
2025-08-11,LA1,甘藍-初秋,648,西螺鎮,48.0,141840.0,71.6,46.7,28.4
2025-08-12,LA1,甘藍-初秋,648,西螺鎮,48.0,121650.0,71.7,46.7,28.4
2025-08-13,LA1,甘藍-初秋,648,西螺鎮,52.0,112290.0,81.7,50.0,28.4
2025-08-14,LA1,甘藍-初秋,648,西螺鎮,46.1,116970.0,73.4,43.4,26.7
2025-08-15,LA1,甘藍-初秋,648,西螺鎮,46.1,125160.0,73.4,43.4,26.7
2025-08-16,LA1,甘藍-初秋,648,西螺鎮,46.1,131010.0,73.4,43.4,26.7
2025-08-18,LA1,甘藍-初秋,648,西螺鎮,46.1,160260.0,73.4,43.4,26.7
2025-08-19,LA1,甘藍-初秋,648,西螺鎮,46.1,128670.0,73.4,43.4,26.7
2025-08-20,LA1,甘藍-初秋,648,西螺鎮,46.1,134684.0,73.3,43.4,26.7
2025-08-21,LA1,甘藍-初秋,648,西螺鎮,52.0,101318.0,81.6,50.0,28.4
2025-08-22,LA1,甘藍-初秋,648,西螺鎮,50.7,129370.0,74.9,50.0,28.4
2025-08-23,LA1,甘藍-初秋,648,西螺鎮,50.7,139500.0,75.0,50.0,28.4
2025-08-25,LA1,甘藍-初秋,648,西螺鎮,50.7,154720.0,75.0,50.0,28.4
2025-08-26,LA1,甘藍-初秋,648,西螺鎮,50.4,144664.0,73.4,50.0,28.4
2025-08-27,LA1,甘藍-初秋,648,西螺鎮,51.4,125460.0,78.4,50.0,28.4
2025-08-28,LA1,甘藍-初秋,648,西螺鎮,51.1,110629.0,76.5,50.0,28.4
2025-08-29,LA1,甘藍-初秋,648,西螺鎮,42.7,147330.0,66.3,40.0,26.7
2025-08-30,LA1,甘藍-初秋,648,西螺鎮,42.8,157465.0,65.4,40.0,26.7
2025-09-01,LA1,甘藍-初秋,648,西螺鎮,50.0,165386.0,70.1,50.0,30.0
2025-09-02,LA1,甘藍-初秋,648,西螺鎮,49.7,137700.0,68.4,50.0,30.0
2025-09-03,LA1,甘藍-初秋,648,西螺鎮,49.7,143869.0,68.4,50.0,30.0
2025-09-04,LA1,甘藍-初秋,648,西螺鎮,53.1,117110.0,75.0,53.4,30.0
2025-09-05,LA1,甘藍-初秋,648,西螺鎮,53.1,135218.0,75.0,53.4,30.0
2025-09-08,LA1,甘藍-初秋,648,西螺鎮,53.1,145510.0,75.0,53.4,30.0
2025-09-09,LA1,甘藍-初秋,648,西螺鎮,53.1,121622.0,74.8,53.4,30.0
2025-09-10,LA1,甘藍-初秋,648,西螺鎮,57.8,99492.0,84.5,56.7,33.4
2025-09-11,LA1,甘藍-初秋,648,西螺鎮,38.8,118960.0,63.4,36.7,20.0
2025-09-12,LA1,甘藍-初秋,648,西螺鎮,38.7,134050.0,63.2,36.7,20.0
2025-09-13,LA1,甘藍-初秋,648,西螺鎮,38.9,141977.0,62.4,36.7,20.0
2025-09-15,LA1,甘藍-初秋,648,西螺鎮,35.4,165302.0,58.1,33.4,18.4
2025-09-16,LA1,甘藍-初秋,648,西螺鎮,32.2,157870.0,54.1,30.0,16.7
2025-09-17,LA1,甘藍-初秋,648,西螺鎮,32.3,165928.0,54.0,30.0,16.7
2025-09-18,LA1,甘藍-初秋,648,西螺鎮,33.1,141041.0,57.9,30.0,16.7
2025-09-19,LA1,甘藍-初秋,648,西螺鎮,30.6,162065.0,55.8,26.7,16.7
2025-09-20,LA1,甘藍-初秋,648,西螺鎮,30.6,168734.0,55.8,26.7,16.7
2025-09-22,LA1,甘藍-初秋,648,西螺鎮,30.6,180618.0,55.7,26.7,16.7
2025-09-23,LA1,甘藍-初秋,648,西螺鎮,29.0,156600.0,60.0,23.4,15.0
2025-09-24,LA1,甘藍-初秋,648,西螺鎮,29.1,160050.0,59.5,23.4,15.0
2025-09-25,LA1,甘藍-初秋,648,西螺鎮,27.0,171810.0,50.0,23.4,15.0
2025-09-26,LA1,甘藍-初秋,648,西螺鎮,27.1,188450.0,50.0,23.4,15.0
2025-09-27,LA1,甘藍-初秋,648,西螺鎮,27.0,196380.0,50.0,23.4,15.0
2025-09-29,LA1,甘藍-初秋,648,西螺鎮,30.1,211820.0,53.4,26.7,16.7
2025-09-30,LA1,甘藍-初秋,648,西螺鎮,30.0,177150.0,53.4,26.7,16.7
2025-10-01,LA1,甘藍-初秋,648,西螺鎮,30.2,183147.0,53.2,26.7,16.7
2025-10-02,LA1,甘藍-初秋,648,西螺鎮,29.1,188850.0,48.5,26.7,16.7
2025-10-03,LA1,甘藍-初秋,648,西螺鎮,32.6,201693.0,65.6,26.7,16.7
2025-10-04,LA1,甘藍-初秋,648,西螺鎮,32.6,172110.0,66.0,26.7,16.7
2025-10-07,LA1,甘藍-初秋,648,西螺鎮,32.1,118491.0,63.3,26.7,16.7
2025-10-08,LA1,甘藍-初秋,648,西螺鎮,32.1,151550.0,63.2,26.7,16.7
2025-10-09,LA1,甘藍-初秋,648,西螺鎮,37.4,132330.0,66.7,33.4,20.0
2025-10-10,LA1,甘藍-初秋,648,西螺鎮,44.5,146974.0,67.5,43.4,23.4
2025-10-11,LA1,甘藍-初秋,648,西螺鎮,44.5,154863.0,67.6,43.4,23.4
2025-10-13,LA1,甘藍-初秋,648,西螺鎮,37.3,207248.0,54.3,36.7,21.7
2025-10-14,LA1,甘藍-初秋,648,西螺鎮,37.6,169268.0,55.9,36.7,21.7
2025-10-15,LA1,甘藍-初秋,648,西螺鎮,34.9,171922.0,56.2,33.4,16.7
2025-10-16,LA1,甘藍-初秋,648,西螺鎮,27.5,164667.0,43.5,26.7,13.4
2025-10-17,LA1,甘藍-初秋,648,西螺鎮,27.4,196427.0,43.3,26.7,13.4
2025-10-18,LA1,甘藍-初秋,648,西螺鎮,28.1,205845.0,45.5,26.7,13.4
2025-10-20,LA1,甘藍-初秋,648,西螺鎮,27.8,227061.0,45.1,26.7,13.4
2025-10-21,LA1,甘藍-初秋,648,西螺鎮,21.3,205945.0,32.7,21.3,9.4
2025-10-22,LA1,甘藍-初秋,648,西螺鎮,17.4,222599.0,28.2,17.0,7.4
2025-10-23,LA1,甘藍-初秋,648,西螺鎮,17.2,200180.0,28.0,16.9,7.3
2025-10-24,LA1,甘藍-初秋,648,西螺鎮,17.4,220542.0,27.4,16.9,9.0
2025-10-25,LA1,甘藍-初秋,648,西螺鎮,16.7,230313.0,26.0,16.4,8.8
2025-10-27,LA1,甘藍-初秋,648,西螺鎮,18.1,238315.0,28.6,17.5,10.1
2025-10-28,LA1,甘藍-初秋,648,西螺鎮,18.2,197399.0,28.7,17.5,10.2
2025-10-29,LA1,甘藍-初秋,648,西螺鎮,18.4,211797.0,29.1,17.6,10.2
2025-10-30,LA1,甘藍-初秋,648,西螺鎮,18.1,190070.0,28.1,17.5,10.2
2025-10-31,LA1,甘藍-初秋,648,西螺鎮,16.9,208931.0,26.2,16.3,9.6
2025-11-01,LA1,甘藍-初秋,648,西螺鎮,16.2,214110.0,24.8,15.6,9.2
2025-11-03,LA1,甘藍-初秋,648,西螺鎮,13.5,236622.0,21.4,12.5,8.4
2025-11-04,LA1,甘藍-初秋,648,西螺鎮,13.0,197052.0,19.1,12.5,8.4
2025-11-05,LA1,甘藍-初秋,648,西螺鎮,12.9,219018.0,18.8,12.6,8.4
2025-11-06,LA1,甘藍-初秋,648,西螺鎮,13.0,199955.0,18.8,12.7,8.4
2025-11-07,LA1,甘藍-初秋,648,西螺鎮,13.0,225438.0,18.8,12.7,8.4
2025-11-08,LA1,甘藍-初秋,648,西螺鎮,14.2,236030.0,21.8,13.5,8.8
2025-11-10,LA1,甘藍-初秋,648,西螺鎮,20.0,268975.0,29.3,20.3,10.2
2025-11-11,LA1,甘藍-初秋,648,西螺鎮,17.6,236917.0,27.6,16.6,10.2
2025-11-12,LA1,甘藍-初秋,648,西螺鎮,16.0,251030.0,22.8,15.8,9.7
2025-11-13,LA1,甘藍-初秋,648,西螺鎮,16.1,195484.0,21.9,16.3,10.0
2025-11-14,LA1,甘藍-初秋,648,西螺鎮,13.7,222014.0,19.5,13.7,8.2
2025-11-15,LA1,甘藍-初秋,648,西螺鎮,13.6,229390.0,19.3,13.7,8.1
2025-11-17,LA1,甘藍-初秋,648,西螺鎮,13.7,246050.0,19.4,13.6,8.1
2025-11-18,LA1,甘藍-初秋,648,西螺鎮,12.2,205458.0,17.8,12.0,7.1
2025-11-19,LA1,甘藍-初秋,648,西螺鎮,12.1,219390.0,17.7,12.0,7.1
2025-11-20,LA1,甘藍-初秋,648,西螺鎮,11.8,205281.0,17.1,11.7,7.1
2025-11-21,LA1,甘藍-初秋,648,西螺鎮,11.2,230542.0,16.8,11.0,6.9
2025-11-22,LA1,甘藍-初秋,648,西螺鎮,11.3,228488.0,16.7,11.1,7.0
2025-11-24,LA1,甘藍-初秋,648,西螺鎮,13.4,237738.0,19.2,13.4,7.6
2025-11-25,LA1,甘藍-初秋,648,西螺鎮,12.6,198664.0,18.5,12.6,7.0
2025-11-26,LA1,甘藍-初秋,648,西螺鎮,12.7,213652.0,18.0,13.0,7.5
